custId,gender,SeniorCitizen,Married,Children,TVConnection,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Internet,HighSpeed,AddedServices,Subscription,tenure,PaymentMethod,MonthlyCharges,TotalCharges,Satisfied
522,Female,0,Yes,Yes,DTH,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,72,Bank transfer,80.85,5824.75,1
135,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,12,Net Banking,20.15,260.7,1
4775,Male,1,Yes,No,DTH,Yes,No,No,No,No,Yes,Yes,No,Yes,Monthly,18,Credit card,59.1,1011.05,1
130,Male,1,No,No,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Monthly,64,Bank transfer,103.5,6548.65,1
951,Female,0,Yes,Yes,DTH,No,Yes,Yes,No,Yes,Yes,No,No internet,Yes,Biannually,0,Bank transfer,52.55, ,1
4043,Female,0,Yes,No,DTH,Yes,Yes,Yes,No,No,No,No,No internet,Yes,Monthly,9,Net Banking,48.75,442.2,0
4000,Female,1,No,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Annually,45,Bank transfer,100.15,4459.8,1
3305,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,Yes,No,Monthly,11,Net Banking,75.25,888.65,1
5694,Female,0,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Monthly,10,Credit card,102.1,1068.85,0
1494,Male,0,No,No,DTH,No,No,Yes,No,No,Yes,Yes,No,No,Monthly,4,Net Banking,56.75,245.15,1
2696,Female,0,Yes,No,Cable,No,No,Yes,No,No,No,Yes,Yes,Yes,Monthly,55,Net Banking,77.75,4458.15,0
3267,Male,0,Yes,No,DTH,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Biannually,64,Bank transfer,76.1,4818.8,1
2353,Female,0,Yes,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Monthly,63,Net Banking,100.55,6215.35,0
4999,Male,0,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,6,Net Banking,74.9,469.8,0
1329,Female,0,Yes,No,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Annually,53,Bank transfer,106.1,5769.75,0
3001,Male,0,Yes,Yes,DTH,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Annually,38,Credit card,78.95,2862.55,1
4652,Male,1,Yes,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Monthly,47,Net Banking,100.05,4871.05,0
4243,Female,0,No,No,DTH,Yes,No,No,Yes,No,No,No,No internet,Yes,Monthly,41,Net Banking,40.35,1677.85,1
4870,Male,0,Yes,Yes,DTH,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Annually,31,Bank transfer,75.25,2344.5,1
2525,Female,0,No,No,Cable,No,Yes,No,No,No,No,Yes,No,Yes,Monthly,5,Credit card,81.0,389.6,0
1533,Male,0,Yes,No,DTH,Yes,No,No,Yes,No,Yes,Yes,No,No,Annually,17,Cash,64.8,1175.6,1
1828,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Annually,9,Cash,20.15,163.7,1
3304,Male,1,Yes,Yes,DTH,No,No,No,No,Yes,No,Yes,No,Yes,Monthly,1,Credit card,49.25,49.25,0
368,Female,0,Yes,Yes,DTH,No,No,No,No,No,No,Yes,Yes,No,Monthly,7,Net Banking,48.8,349.8,1
5186,Male,0,Yes,Yes,DTH,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Biannually,68,Credit card,70.8,4859.95,1
4767,Female,0,No,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,25,Credit card,20.05,471.7,1
5730,Male,1,Yes,No,Cable,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Monthly,66,Credit card,100.05,6871.9,0
4700,Male,0,No,No,Cable,No,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,1,Cash,84.65,84.65,0
2760,Female,0,No,No,Cable,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,6,Bank transfer,93.55,536.4,0
4268,Female,1,No,No,DTH,No,No,No,No,No,No,No,No internet,No,Monthly,2,Net Banking,24.35,41.85,0
4409,Male,0,No,Yes,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,90.85,90.85,0
2934,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,2,Bank transfer,20.7,39.85,1
6067,Female,0,No,No,DTH,Yes,No,No,Yes,No,Yes,No,No internet,Yes,Monthly,2,Net Banking,42.6,72.4,0
5918,Male,0,Yes,Yes,DTH,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Annually,29,Bank transfer,69.05,1958.45,1
500,Female,1,No,No,Cable,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Monthly,49,Credit card,101.55,5070.4,1
509,Female,0,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Monthly,16,Bank transfer,100.7,1522.7,1
4386,Male,0,No,No,Cable,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Biannually,60,Net Banking,89.55,5231.2,1
4074,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Annually,62,Credit card,23.75,1446.8,1
4758,Female,0,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Monthly,42,Net Banking,92.15,3875.4,1
2799,Female,1,No,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Annually,59,Net Banking,99.5,5890,1
3473,Female,0,No,No,Cable,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Monthly,10,Net Banking,98.7,973.25,0
4180,Male,0,No,No,Cable,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Monthly,19,Net Banking,99.95,1931.75,0
3700,Male,1,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Yes,Monthly,60,Net Banking,80.95,4859.1,1
430,Female,0,Yes,No,DTH,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Annually,67,Cash,75.1,5064.45,1
6939,Female,1,Yes,Yes,DTH,Yes,Yes,Yes,Yes,No,No,No,No internet,Yes,Biannually,68,Net Banking,53.0,3656.25,1
539,Male,0,Yes,Yes,DTH,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Annually,21,Bank transfer,75.9,1549.75,1
4809,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,11,Net Banking,20.45,250.8,1
1426,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,1,Credit card,19.55,19.55,1
6903,Male,0,No,No,DTH,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Monthly,59,Net Banking,64.65,3735.45,1
1877,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Biannually,71,Bank transfer,24.65,1710.15,1
1683,Female,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,12,Bank transfer,45.0,524.35,1
6707,Female,0,Yes,Yes,DTH,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Biannually,63,Cash,63.55,4014.2,1
5325,Male,0,No,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,1,Cash,19.2,19.2,1
841,Female,0,No,No,DTH,No,No,No,No,No,Yes,No,No internet,No,Annually,32,Cash,30.15,927.65,1
1231,Male,0,Yes,No,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Biannually,63,Credit card,110.1,6705.7,1
3709,Female,0,Yes,Yes,DTH,No,No,Yes,No,No,No,Yes,No,Yes,Annually,52,Bank transfer,50.95,2610.65,1
5041,Male,1,No,No,Cable,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Monthly,65,Bank transfer,99.1,6496.15,1
1829,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Biannually,41,Cash,20.0,879.8,1
1244,Female,1,No,No,DTH,No,No,No,No,No,No,Yes,Yes,No,Monthly,4,Cash,48.75,179.85,1
4322,Male,0,No,No,DTH,No,No,Yes,No,No,Yes,Yes,No,No,Monthly,2,Net Banking,53.45,119.5,1
3538,Female,1,Yes,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Monthly,26,Bank transfer,98.1,2510.7,1
6312,Male,0,No,No,Cable,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Biannually,69,Credit card,97.65,6743.55,1
2976,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,1,Net Banking,75.1,75.1,0
3107,Female,0,No,No,DTH,No,No,No,No,No,Yes,Yes,Yes,No,Annually,36,Cash,54.45,1893.5,1
303,Male,0,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Monthly,70,Credit card,97.55,6669.05,1
5131,Female,0,No,No,DTH,No,Yes,Yes,No,No,No,Yes,No,Yes,Monthly,28,Bank transfer,59.55,1646.45,1
3508,Female,1,No,No,Cable,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Annually,49,Bank transfer,89.85,4287.2,1
5315,Male,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,9,Cash,44.4,348.15,1
3062,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Biannually,58,Cash,19.85,1158.85,1
5806,Female,1,No,No,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Monthly,6,Net Banking,89.35,567.8,1
449,Male,0,No,No,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Monthly,3,Net Banking,92.0,266.8,1
5842,Male,0,No,No,DTH,No,No,Yes,No,No,Yes,No,No internet,No,Monthly,18,Cash,33.6,550.35,1
105,Female,0,No,No,Cable,No,No,Yes,No,No,No,Yes,No,Yes,Monthly,3,Cash,74.75,238.1,1
740,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,3,Net Banking,19.55,61.05,1
158,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,61,Credit card,20.25,1278.8,1
5018,Female,0,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,61,Credit card,115.1,7008.15,1
87,Female,0,No,No,Cable,No,No,No,Yes,No,Yes,Yes,No,Yes,Monthly,3,Net Banking,79.1,246.5,0
6389,Female,0,No,No,Cable,No,Yes,No,No,No,Yes,Yes,No,Yes,Monthly,10,Cash,84.7,832.05,0
627,Male,0,Yes,No,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Biannually,72,Credit card,109.95,7852.4,1
1330,Female,0,Yes,No,DTH,Yes,No,Yes,No,Yes,Yes,No,No internet,Yes,Biannually,70,Bank transfer,49.85,3370.2,1
1849,Male,0,No,No,Cable,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Annually,64,Credit card,84.3,5289.05,1
6223,Female,1,Yes,No,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Annually,66,Credit card,108.1,7181.95,1
1204,Female,1,No,No,Cable,No,No,Yes,No,No,No,Yes,No,No,Monthly,9,Credit card,75.5,637.4,1
3810,Female,0,No,No,DTH,No,No,No,Yes,No,No,Yes,No,No,Monthly,1,Net Banking,49.95,49.95,1
3918,Female,1,Yes,No,DTH,Yes,No,No,Yes,No,No,Yes,No,Yes,Annually,48,Bank transfer,58.95,2789.7,1
3717,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,57,Cash,20.75,1123.15,1
2334,Male,0,No,No,DTH,No,No,No,No,Yes,No,Yes,No,No,Monthly,26,Bank transfer,49.15,1237.3,1
4590,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,1,Cash,20.25,20.25,1
3468,Female,1,Yes,No,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Monthly,11,Bank transfer,104.05,1133.65,0
1580,Male,0,No,No,Cable,No,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,20,Net Banking,85.25,1734.5,0
4882,Female,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,2,Cash,45.25,74.2,1
6603,Female,0,Yes,Yes,DTH,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Annually,41,Credit card,78.35,3211.2,1
3642,Male,1,No,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Monthly,35,Net Banking,101.4,3496.3,0
4108,Female,0,No,Yes,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,89.35,89.35,1
4588,Female,0,No,No,Cable,No,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,8,Net Banking,87.05,762.1,0
5912,Male,0,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Annually,45,Credit card,95.0,4368.85,1
2838,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Annually,35,Cash,19.15,638,1
5345,Female,0,No,No,Cable,No,No,Yes,No,No,No,Yes,No,Yes,Monthly,2,Net Banking,75.8,160.75,0
5847,Male,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Cash,45.55,45.55,1
3761,Female,0,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Monthly,1,Net Banking,102.45,102.45,0
2557,Female,0,Yes,Yes,DTH,No,No,No,No,Yes,No,No,No internet,No,Monthly,2,Bank transfer,29.05,44.75,1
4440,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,69,Bank transfer,24.25,1641.8,1
5942,Male,0,Yes,Yes,Cable,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Monthly,35,Bank transfer,89.65,3161.6,1
2057,Female,1,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,8,Net Banking,19.65,164.3,0
397,Male,0,No,No,DTH,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Monthly,8,Net Banking,66.7,579,1
3857,Male,0,No,No,Cable,No,No,No,Yes,No,No,Yes,No,No,Monthly,11,Net Banking,74.95,815.5,0
1182,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,11,Cash,20.6,233.9,1
1928,Male,1,Yes,No,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Biannually,72,Bank transfer,104.15,7689.95,0
1280,Male,0,No,No,DTH,No,No,No,Yes,Yes,No,No,No internet,Yes,Monthly,3,Cash,36.85,108.7,0
995,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,1,Net Banking,74.5,74.5,0
6308,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Biannually,40,Cash,24.6,973.95,1
6397,Female,0,No,No,Cable,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Biannually,63,Bank transfer,97.45,6253,1
4742,Male,1,Yes,No,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Monthly,30,Bank transfer,105.7,3181.8,1
401,Female,1,Yes,No,Cable,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Monthly,18,Bank transfer,99.75,1836.25,0
2593,Female,1,No,No,DTH,Yes,Yes,No,Yes,No,Yes,No,No internet,Yes,Monthly,40,Net Banking,55.8,2109.35,0
6437,Female,0,No,No,Cable,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Monthly,2,Net Banking,91.15,168.5,1
1799,Female,0,Yes,Yes,DTH,No,No,Yes,No,Yes,No,Yes,No,No,Monthly,10,Credit card,55.2,528.35,0
4295,Male,1,Yes,No,Cable,No,No,No,No,No,No,Yes,Yes,Yes,Monthly,1,Net Banking,73.55,73.55,0
1063,Female,1,Yes,No,DTH,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,72,Bank transfer,78.45,5682.25,1
157,Female,0,Yes,No,DTH,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Annually,54,Credit card,70.15,3715.65,0
374,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,22,Bank transfer,20.85,450.65,1
2371,Male,0,Yes,No,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Biannually,72,Bank transfer,105.6,7581.5,1
2505,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,7,Cash,19.9,173.15,1
3115,Male,0,Yes,No,DTH,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Biannually,14,Cash,81.95,1181.75,1
5109,Female,1,No,No,Cable,Yes,No,No,No,No,No,Yes,No,Yes,Monthly,32,Net Banking,79.5,2665,1
207,Female,0,No,No,DTH,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Biannually,62,Bank transfer,84.5,5193.2,1
1090,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,32,Cash,19.8,607.7,1
132,Female,1,Yes,No,Cable,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Annually,54,Net Banking,99.1,5437.1,1
4308,Female,0,No,No,DTH,No,No,No,No,No,No,No,No internet,Yes,Monthly,1,Cash,24.9,24.9,1
1949,Female,1,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,69.6,69.6,0
4559,Female,0,Yes,Yes,DTH,No,No,Yes,Yes,No,Yes,Yes,No,No,Monthly,22,Cash,61.15,1422.05,0
6110,Female,0,Yes,Yes,DTH,No,No,No,Yes,No,Yes,Yes,No,No,Monthly,6,Credit card,55.9,365.35,0
4385,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Monthly,1,Cash,19.9,19.9,0
819,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,26,Credit card,69.05,1815.65,1
4522,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,No,Biannually,63,Cash,25.25,1559.3,1
4560,Female,0,No,No,DTH,No,No,No,Yes,No,No,Yes,Yes,Yes,Annually,41,Credit card,56.3,2364,1
1729,Female,0,No,No,Cable,No,Yes,No,No,No,No,Yes,No,Yes,Monthly,7,Net Banking,79.7,586.05,0
4734,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Annually,25,Bank transfer,20.2,507.9,1
1321,Male,0,No,No,Cable,Yes,Yes,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,88.35,88.35,0
4145,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,4,Credit card,19.55,68.8,1
2290,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,5,Cash,19.35,126.05,0
1954,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,24,Cash,20.75,487.05,1
1227,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Biannually,68,Bank transfer,19.95,1303.25,1
1691,Female,0,Yes,No,Cable,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Monthly,62,Net Banking,101.35,6164.7,1
6219,Female,0,No,Yes,DTH,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Biannually,34,Credit card,67.65,2339.3,1
103,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,1,Cash,20.5,20.5,1
1680,Male,0,No,Yes,DTH,No,No,No,Yes,Yes,No,Yes,No,Yes,Annually,28,Credit card,54.4,1516.6,1
1573,Male,0,No,Yes,Cable,No,No,No,Yes,No,No,Yes,Yes,Yes,Monthly,38,Cash,81.85,3141.7,1
5527,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,6,Cash,20.0,109.2,1
3798,Female,0,No,No,Cable,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Monthly,13,Net Banking,100.35,1358.85,0
1721,Female,0,No,No,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Monthly,54,Net Banking,111.1,6014.85,0
3140,Female,1,No,No,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Net Banking,69.65,69.65,0
6605,Female,0,Yes,Yes,DTH,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Annually,57,Cash,59.3,3274.35,1
6864,Female,0,Yes,No,Cable,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Monthly,18,Net Banking,88.85,1594.75,1
5998,Male,0,No,No,DTH,No,No,No,No,No,Yes,Yes,No,No,Monthly,1,Net Banking,49.75,49.75,1
798,Male,0,No,No,DTH,No,No,Yes,Yes,No,Yes,No,No internet,No,Biannually,60,Bank transfer,39.6,2424.5,1
5440,Male,0,No,No,DTH,No,No,No,No,No,No,Yes,No,Yes,Monthly,19,Bank transfer,45.0,865.85,1
5948,Female,0,Yes,No,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Biannually,72,Credit card,110.65,8065.65,1
6154,Female,1,Yes,No,DTH,No,No,No,No,No,Yes,Yes,No,Yes,Monthly,1,Net Banking,49.55,49.55,0
1910,Male,0,No,No,DTH,No,No,No,Yes,No,No,Yes,Yes,Yes,Monthly,2,Cash,54.4,114.1,0
3934,Female,1,No,No,DTH,No,Yes,No,Yes,Yes,No,No,No internet,Yes,Monthly,64,Net Banking,43.85,2751,1
5228,Male,0,No,Yes,DTH,No,No,No,Yes,Yes,Yes,No,No internet,Yes,Annually,63,Bank transfer,40.6,2588.95,1
4766,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Biannually,60,Bank transfer,20.5,1198.8,1
5128,Male,0,No,Yes,DTH,No,No,No,Yes,No,No,No,No internet,Yes,Monthly,1,Cash,31.35,31.35,0
1307,Male,0,Yes,No,Cable,No,Yes,No,No,No,No,Yes,Yes,Yes,Monthly,14,Net Banking,86.1,1235.55,0
494,Male,0,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Biannually,59,Net Banking,86.75,5186,1
2087,Male,0,No,No,Cable,No,Yes,No,No,No,No,Yes,Yes,No,Monthly,1,Net Banking,84.5,84.5,0
4199,Male,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Monthly,22,Credit card,24.85,493.4,1
6739,Male,1,Yes,No,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Monthly,43,Net Banking,103.0,4414.3,0
4113,Female,1,No,No,DTH,No,No,Yes,No,Yes,Yes,No,No internet,No,Biannually,14,Cash,39.7,692.35,1
297,Female,0,No,No,DTH,Yes,No,No,No,No,Yes,Yes,No,Yes,Annually,7,Net Banking,59.1,369.25,1
2138,Male,0,Yes,No,Cable,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Annually,56,Credit card,100.3,5614.45,0
3592,Female,0,No,No,DTH,Yes,No,No,Yes,Yes,No,Yes,No,No,Annually,10,Cash,64.9,685.55,1
1655,Female,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Annually,2,Cash,20.3,31.9,1
3076,Female,0,No,Yes,DTH,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Monthly,9,Cash,72.9,651.4,0
1603,Female,0,Yes,No,Cable,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Monthly,28,Cash,92.35,2602.9,0
4393,Male,0,Yes,Yes,Cable,No,No,No,No,No,No,Yes,No,Yes,Monthly,1,Cash,69.9,69.9,0
5483,Female,0,No,No,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Monthly,56,Credit card,106.6,5893.95,1
2748,Female,0,Yes,Yes,DTH,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Annually,62,Bank transfer,70.75,4263.45,1
2032,Male,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,Yes,Yes,Biannually,56,Credit card,25.15,1327.15,0
2612,Female,0,No,No,Cable,Yes,No,No,No,No,No,Yes,Yes,Yes,Monthly,33,Net Banking,83.35,2757.85,0
6356,Male,0,Yes,No,DTH,No,No,No,No,No,Yes,Yes,Yes,Yes,Monthly,37,Cash,55.05,2030.75,1
2240,Male,0,Yes,Yes,DTH,Yes,Yes,Yes,Yes,Yes,No,No,No internet,No,Annually,70,Net Banking,60.35,4138.7,1
3598,Female,0,No,No,DTH,No,No,No,Yes,No,No,Yes,No,No,Monthly,4,Credit card,50.7,151.3,0
4885,Female,0,No,No,Cable,Yes,No,No,No,No,No,Yes,Yes,Yes,Monthly,9,Net Banking,83.3,803.3,0
7005,Female,0,No,No,Cable,No,No,No,No,No,No,Yes,No,No,Monthly,1,Cash,71.1,71.1,1
1968,Male,0,No,No,DTH,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Annually,37,Bank transfer,90.6,3358.65,1
2276,Male,0,Yes,Yes,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Monthly,1,Cash,19.9,19.9,0
4095,Female,0,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Monthly,12,Net Banking,105.3,1275.65,1
5335,Male,0,No,No,Cable,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Monthly,42,Net Banking,101.75,4273.45,0
626,Female,1,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Monthly,23,Bank transfer,88.45,2130.55,1
1055,Male,0,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Biannually,72,Bank transfer,105.55,7542.25,1
338,Female,0,No,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,No,Biannually,54,Cash,20.1,1079.45,1
1610,Female,0,Yes,No,Cable,Yes,No,Yes,No,No,No,Yes,Yes,No,Monthly,27,Bank transfer,90.15,2423.4,1
4926,Female,0,Yes,No,No,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,No tv connection,Yes,No,Yes,Biannually,12,Net Banking,20.05,264.55,1
4370,Female,0,Yes,Yes,DTH,No,No,No,Yes,Yes,No,No,No internet,No,Monthly,5,Net Banking,34.25,163.55,1
